"TIME","GEO","HHTYP","INDIC_IL","UNIT","Value","Flag and Footnotes"
"2009","Latvia","Single person","Median equivalised net income","Euro","2,739",""
"2009","Latvia","Single person","Median equivalised net income","National currency","2,739",""
"2009","Latvia","Single person","Median equivalised net income","Purchasing power standard (PPS)","3,648",""
"2009","Latvia","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2009","Latvia","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2009","Latvia","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","Latvia","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2009","Latvia","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2009","Latvia","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","Latvia","Single person with dependent children","Median equivalised net income","Euro","3,961",""
"2009","Latvia","Single person with dependent children","Median equivalised net income","National currency","3,961",""
"2009","Latvia","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","5,276",""
"2009","Lithuania","Total","Median equivalised net income","Euro","4,715",""
"2009","Lithuania","Total","Median equivalised net income","National currency","16,279",""
"2009","Lithuania","Total","Median equivalised net income","Purchasing power standard (PPS)","7,149",""
"2009","Lithuania","Single person","Median equivalised net income","Euro","2,989",""
"2009","Lithuania","Single person","Median equivalised net income","National currency","10,320",""
"2009","Lithuania","Single person","Median equivalised net income","Purchasing power standard (PPS)","4,532",""
"2009","Lithuania","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2009","Lithuania","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2009","Lithuania","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","Lithuania","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2009","Lithuania","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2009","Lithuania","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","Lithuania","Single person with dependent children","Median equivalised net income","Euro","3,347",""
"2009","Lithuania","Single person with dependent children","Median equivalised net income","National currency","11,557",""
"2009","Lithuania","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","5,075",""
"2009","Luxembourg","Total","Median equivalised net income","Euro","31,764",""
"2009","Luxembourg","Total","Median equivalised net income","National currency","31,764",""
"2009","Luxembourg","Total","Median equivalised net income","Purchasing power standard (PPS)","27,036",""
"2009","Luxembourg","Single person","Median equivalised net income","Euro","32,744",""
"2009","Luxembourg","Single person","Median equivalised net income","National currency","32,744",""
"2009","Luxembourg","Single person","Median equivalised net income","Purchasing power standard (PPS)","27,870",""
"2009","Luxembourg","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2009","Luxembourg","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2009","Luxembourg","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","Luxembourg","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2009","Luxembourg","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2009","Luxembourg","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","Luxembourg","Single person with dependent children","Median equivalised net income","Euro","18,426",""
"2009","Luxembourg","Single person with dependent children","Median equivalised net income","National currency","18,426",""
"2009","Luxembourg","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","15,683",""
"2009","Hungary","Total","Median equivalised net income","Euro","4,739",""
"2009","Hungary","Total","Median equivalised net income","National currency","1,191,978",""
"2009","Hungary","Total","Median equivalised net income","Purchasing power standard (PPS)","6,836",""
"2009","Hungary","Single person","Median equivalised net income","Euro","4,200",""
"2009","Hungary","Single person","Median equivalised net income","National currency","1,056,250",""
"2009","Hungary","Single person","Median equivalised net income","Purchasing power standard (PPS)","6,058",""
"2009","Hungary","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2009","Hungary","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2009","Hungary","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","Hungary","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2009","Hungary","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2009","Hungary","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","Hungary","Single person with dependent children","Median equivalised net income","Euro","3,668",""
"2009","Hungary","Single person with dependent children","Median equivalised net income","National currency","922,535",""
"2009","Hungary","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","5,291",""
"2009","Malta","Total","Median equivalised net income","Euro","10,503",""
"2009","Malta","Total","Median equivalised net income","National currency","10,503",""
"2009","Malta","Total","Median equivalised net income","Purchasing power standard (PPS)","13,576",""
"2009","Malta","Single person","Median equivalised net income","Euro","7,973",""
"2009","Malta","Single person","Median equivalised net income","National currency","7,973",""
"2009","Malta","Single person","Median equivalised net income","Purchasing power standard (PPS)","10,305",""
"2009","Malta","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2009","Malta","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2009","Malta","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","Malta","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2009","Malta","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2009","Malta","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2009","Malta","Single person with dependent children","Median equivalised net income","Euro","5,562",""
"2009","Malta","Single person with dependent children","Median equivalised net income","National currency","5,562",""
"2009","Malta","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","7,189",""
"2009","Netherlands","Total","Median equivalised net income","Euro","20,156",""
"2009","Netherlands","Total","Median equivalised net income","National currency","20,156",""
"2009","Netherlands","Total","Median equivalised net income","Purchasing power standard (PPS)","19,227",""
"2009","Netherlands","Single person","Median equivalised net income","Euro","17,140",""
"2009","Netherlands","Single person","Median equivalised net income","National currency","17,140",""
"2009","Netherlands","Single person","Median equivalised net income","Purchasing power standard (PPS)","16,350",""
"2009","Netherlands","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2009","Netherlands","One adult younger than 64 years","Median equivalised net income","National currency",":",""
